Feature 1,Feature 2,Cluster
3.495663971280412,-10.541532084546715,3
2.6687612091435313,-10.485611039780464,3
18.268255298079254,7.789687218198038,7
-3.0138777661684033,-12.341509175794982,0
2.6951082899768246,-10.89084695560649,3
-21.407844647377207,-20.560692634558873,6
-16.178071173267867,19.52343091298767,5
0.1747630838338976,-4.076346626758292,1
-0.9700517895183896,-13.595263449720868,3
-3.6662156483968755,-13.339136095298407,0
-20.101236084317577,-20.619165242644023,6
-14.980302916091437,20.564852151149722,5
20.100127520303918,-9.423675116287338,4
-20.620331581416917,-18.66038722508936,6
-9.510272707457903,18.802954325604357,2
19.339186660500157,9.683948763273438,7
3.273222414609004,-1.9299886563504762,1
18.63744501909614,-11.103776752712637,4
-6.402756551536029,-10.942085763174152,0
2.7239357108857436,-1.638999547052394,1
3.4795081559415917,-12.217635947209942,3
0.18702169525935286,-10.94827612122396,3
-2.7859756107493143,-13.75231894112792,0
-5.062683732187749,-10.648660581176415,0
-19.193388736704694,-20.70657390305256,6
-10.444927943643526,19.39880420516686,2
-14.587044655664931,15.74412993889747,5
20.878891273804722,-9.309359708417185,4
2.164398701687552,-12.075822907298729,3
-4.440513824677572,-13.395050905421066,0
4.682225208635303,-1.8893416199006015,1
18.20206085684688,9.013943596040919,7
-3.804470132037484,-11.564860105042024,0
-10.548229601791427,17.01753531879214,2
-9.231648881331799,19.988404791290716,2
-9.927016617542561,18.584384599881048,2
-11.261961936054805,19.408688046894095,2
-10.281708579980734,18.31471528383735,2
-5.756782428909572,-12.001555962848045,0
18.270262154253267,8.025026272289903,7
-20.670171735968502,-18.56164909874132,6
-12.095583931209502,18.31024460576214,2
-18.057519722472065,-20.358222739934984,6
-15.275087992280994,17.755792827081113,5
20.025400666866506,-9.258568476983784,4
-11.67085258436142,17.43287182998697,2
-19.996146716522553,-19.643649803855755,6
-16.963010345945992,17.65242862768412,5
-6.351589088254526,-14.22346774286702,0
20.16356617284864,-9.63442628712722,4
-9.645314511679441,18.29131080176324,2
-5.2961403107000296,-11.660652599724964,0
19.938641563825488,-9.811715301550542,4
19.524419213395472,-9.352554212761714,4
19.48573379017315,8.462870220204785,7
3.2522466389921454,-11.318437719437505,3
-10.853978206866106,17.443749621373264,2
15.879000284716126,9.912440244074538,7
20.526339964610152,-10.28115602880005,4
-21.055804529047634,-18.605825044251397,6
-4.446060116359213,-12.41930238781595,0
19.23000233464727,-8.350719681405925,4
18.827784609377254,8.855764608064225,7
19.483036399356315,8.1888167814303,7
-15.289674731736335,20.425491438659343,5
4.458845759954969,-3.5379454435941655,1
18.900283793870145,8.297464007942324,7
19.088751533856993,-9.035593768866436,4
-19.041438932165462,-20.127207056171,6
19.889277216460016,-10.164855866957229,4
-4.189678894780252,-14.670721670415205,0
-4.399393748983191,-11.920783491819751,0
-9.495685686544205,18.65916237234907,2
-20.472400088397567,-19.646448289697325,6
-9.082821892194744,16.741646886826768,2
4.311713891090252,-3.761904761822795,1
-4.542636297701577,-13.110678070248582,0
2.1465120831371087,-12.348784725343956,3
-10.339628403254908,18.56754211010399,2
-14.176688333472468,19.9732418098004,5
18.89333201053046,8.256184016627772,7
-10.649559871859099,17.953633158573616,2
-9.476275905339117,17.203702250847776,2
-11.86628037498971,17.165965038544694,2
-14.635012557601895,20.663974739593055,5
21.93192441888613,-10.081655815004762,4
-3.5966307006596274,-15.695327563486728,0
19.504779683660356,-10.042778793028061,4
3.90822182642202,-3.2091354916208985,1
-4.979077566432593,-12.252734699338662,0
19.481328659487563,8.816783447863838,7
5.216070066838075,-3.1351014069345546,1
2.325714403467789,-2.0030594569059694,1
-10.1368144317895,16.757524019321334,2
1.6408403380842964,-11.28107404944059,3
-20.025951627223076,-18.625803237459074,6
3.9211595024775794,-10.98100281140855,3
2.227560181303621,-11.340150585321817,3
19.52852112538248,-9.773214716612543,4
-9.274192861256275,18.90636301969,2
4.077286677533803,-10.564487346592072,3
-14.640673615041607,19.81099071913892,5
-4.638742919321758,-13.322601291247361,0
19.404611081255343,-9.722755271702297,4
18.779139554200405,8.890146985158879,7
5.290260234381496,-2.4765536576433225,1
18.525078048506376,8.512976248291483,7
1.10367675159298,-11.072864250150584,3
17.722956404274903,9.90137560680375,7
17.63826989701471,9.48377237365686,7
-8.629084097627752,18.806250015776467,2
-18.369868985837602,-18.924031353729262,6
17.171014323267954,9.391387220693296,7
-19.804160031725743,-18.48362133612926,6
20.581513040105104,-8.930163714522038,4
4.179750956123688,-3.129209576296675,1
-1.8495158242824163,-12.681378355968985,0
1.974478677498833,-11.368600225492088,3
-20.69363839400753,-19.57047069306688,6
-15.564609977298641,17.504586859427718,5
2.8843571965635375,-1.9689518174041258,1
4.681426726458395,-2.8578355275827607,1
-2.7327104681169887,-12.793899492643758,0
-11.345651612476122,18.042032307908116,2
21.211822799309747,-10.776749135210384,4
-10.616107342566512,19.49083001970721,2
-10.33548359818995,18.576364635292332,2
-14.972758515115872,19.054590060643367,5
18.33287580797414,8.720434047576077,7
4.985896240292797,-0.5891543908684325,1
-18.591956831277532,-20.49992645057889,6
-9.98457030533981,17.387531278392732,2
-5.9754999467427385,-11.840227257050527,0
-20.198662448083052,-20.937588857873187,6
-14.697407985753689,19.75767342333648,5
2.0906034955909583,-10.321956890855267,3
-18.99711123659187,-19.449474363857373,6
-15.706462542602415,20.152742872412432,5
20.411781625871008,-10.884428590606209,4
20.79399103635209,-10.75981471884725,4
3.497308894864102,-3.5238940038587607,1
4.795173172435846,-2.3683686534611286,1
3.7217055153048557,-2.1482286845378766,1
-2.9049892974153773,-13.074614765253058,0
-17.697213346096355,-19.416073007410066,6
-18.11749352432267,-20.904413484537933,6
-4.009563533888114,-13.648370039463396,0
18.76488852868518,10.242952570719973,7
17.963523944059503,9.273730631619948,7
-20.485741141798673,-21.93871958037237,6
-15.612505761592566,18.273181239245606,5
-5.496127127263987,-13.946984763535603,0
-17.20873171999135,-19.13463368718387,6
-18.831904712481624,-19.190009975219443,6
-19.96497714440283,-18.451540693170205,6
-18.68603553256764,-20.671012268937517,6
-4.02663128305724,-14.176816925858033,0
3.8826613891191997,-3.7702682898187563,1
19.936228736312387,-9.864923589125098,4
5.2078252632685595,-1.7251197627374346,1
-5.341538690950815,-13.289969465118457,0
-15.40413139366773,19.032026236409003,5
-10.970137426149494,17.634820019285375,2
-15.197655375674787,18.323224810483637,5
-18.23204047160506,-19.49204448413549,6
-21.21262613819756,-18.926836740350065,6
20.893705197848043,-10.695096667367828,4
5.232016156170856,-1.4481302889738432,1
-18.579987819505053,-18.769308385619063,6
-19.746448030866887,-19.40539475247841,6
-8.666268975829743,18.29239968910921,2
22.281963199541135,-9.748040968204537,4
-4.061705640067615,-13.194894229284179,0
-10.796759182512071,18.341390525460053,2
-14.544854633032868,19.102261278636714,5
-13.498970270693988,17.665188987357112,5
18.078301577832455,10.206823989397142,7
-5.455884734802472,-13.180130235030747,0
-14.18026903868789,19.30573984053069,5
2.669240453316918,-12.485840283029097,3
17.472422911344133,-10.766882214681496,4
-9.911530367171569,19.729091091124058,2
2.8229470791606652,-11.64390804701447,3
3.7383001908972786,-3.4591957954586903,1
-18.818218745135667,-19.909582062040222,6
19.147005519680324,-9.970073397442327,4
20.206617748233242,-10.571520100305584,4
5.493173533736805,-3.466583671073247,1
3.4144576189107765,-11.961404959933239,3
-14.062931537900845,20.330966247375624,5
2.4045115929213914,-10.944693425309202,3
-5.451548610051469,-14.424939201425776,0
1.0523491464521688,-10.319937939656121,3
18.831071150988734,-9.518274611485337,4
4.765810407228067,-4.0067574267090516,1
-19.052020810683157,-19.39975015409351,6
-16.0746430652289,19.564800059748656,5
4.78194887763211,-3.790418321586515,1
17.308233660973492,8.912767001355142,7
19.330500330140232,9.084711037941931,7
-11.40076893055216,18.189549757159078,2
-15.743810871150117,18.800731809324784,5
2.7249301764710836,-12.398383391654395,3
-10.263529578471443,18.226287387733322,2
-2.835392003959635,-10.724779045916616,0
20.004793268151587,-9.30339734308052,4
-13.839942763465624,20.4457814489585,5
18.71699310252349,7.825293588962014,7
-11.36672819606894,18.20863767601321,2
5.746350125105867,-3.5253735063709732,1
2.758321393932011,-12.914670191938459,3
-3.8201352410466383,-15.117441011049216,0
-19.067195952370987,-18.262188495226294,6
3.6642639288402643,-12.78863139472873,3
4.8198049797759355,-3.5724173411447024,1
-10.896602787549817,16.904755274803687,2
3.456984841801486,-11.968379913987976,3
-11.28864313018672,17.091812618780683,2
-9.766791662310615,18.18603969690048,2
-2.98979728849402,-14.312513497457216,0
-14.102237578906529,18.19260620950202,5
5.886048798663228,-3.133891082192982,1
19.404785039966136,7.528269711100556,7
-11.21077050166963,17.176793009571835,2
19.54975025415682,-9.574017029638199,4
1.7231307384044718,-13.081189602217744,3
19.070312324391818,7.789441734617431,7
-4.7771251999391495,-10.933397255218646,0
5.304587134243262,-3.8828035905340945,1
-14.328802848070797,20.1890842528948,5
21.38972204144494,-8.95369560211488,4
-16.148212868605324,19.79068548720315,5
-15.057805887638924,18.07805826135766,5
18.32298133658293,9.472959740779197,7
-4.8283639284912,-12.953374362131015,0
2.7593780317658627,-2.456660321238881,1
-10.459202643561198,18.546919536222667,2
-14.712114082783708,18.73099088674753,5
-16.510059524879733,19.199472928442216,5
21.016601402854853,-11.11725487201576,4
19.89802718392019,9.004726078665277,7
20.87095499578536,-9.136400330168652,4
-15.67806631649418,18.48539903140027,5
19.88652168875646,-9.989615785460387,4
-16.236856157483793,19.166475105115545,5
-15.363770168173781,18.65576102244173,5
3.8389371427747263,-3.4053194547249777,1
17.607032403857325,10.206878027013511,7
-5.03241301881169,-14.436891563295148,0
2.727150865635049,-12.607009574230238,3
18.42800914431057,9.470900445030702,7
20.26782897002027,-8.15506497669006,4
-19.659318215180743,-19.527642077011123,6
-11.134409873229085,16.786473708643577,2
3.6277131811102556,-11.257187562185095,3
-15.065652186384243,20.180506508987175,5
17.62607865108056,8.581211483134098,7
-14.058328006265848,20.832845569866947,5
19.079947924397374,8.540778051334227,7
3.4725240536266604,-1.5787012499643471,1
20.344533734799835,-10.23493564297934,4
-19.28272746727541,-21.066520189771506,6
-15.196521152693965,18.707403745527813,5
4.461051832077036,-1.044787970373989,1
19.935541108576505,-10.414726926735035,4
2.8730317100235023,-11.277005178259042,3
-4.862466805611462,-12.119533503767506,0
-14.323745977069056,18.762291714748333,5
3.1369984503262245,-11.764356301217566,3
3.600915676818959,-12.138817080489515,3
17.273580962442875,8.971864128888399,7
-13.877862853366661,18.610437821223858,5
-10.384068705811442,16.505433396750167,2
4.927689556281031,-3.7408492769351644,1
3.35242066026795,-2.80734184332766,1
-10.798665619557141,17.938414384876808,2
18.803434800157813,10.544094313549854,7
-10.66431753890793,18.20018515763438,2
3.2447426282238507,-1.948250264266989,1
0.7361075621552666,-11.165459649937226,3
-3.4752433730764687,-14.207863465459026,0
-16.134194115203762,19.444052959625544,5
20.043270814637967,-8.518534626524712,4
-15.35095090294699,19.70649037376551,5
3.981188344126154,-4.2953081702900615,1
1.4426411670746226,-12.815788565454797,3
0.44414571213093335,-12.298154366205818,3
2.1442235490428567,-10.697180728004595,3
-3.2510710065969595,-13.873061811271747,0
-18.677394409954502,-20.631420525429867,6
-19.555538599882574,-19.896523336962133,6
-16.252375728240025,17.413769263450977,5
-8.676379306526622,17.889233350205288,2
-3.089252357186944,-14.043420381952389,0
-10.156905805023378,21.074997896605883,2
-15.370136641259206,18.713966823997442,5
17.27974365297661,10.339690110153974,7
-14.456051074383657,19.57546590667899,5
-20.993280467635607,-21.51581571818684,6
21.690623156473414,-9.648834976657351,4
5.655046648501853,-3.3695310112775934,1
18.79451838954517,9.641786692705141,7
1.7670650425507457,-10.529004346282774,3
-16.4580312527128,20.000573286168876,5
21.13856806654738,-9.776311105365822,4
-19.721979550944845,-19.209038721628875,6
2.8351810063642335,-12.95003143861718,3
18.836749364961452,8.689400935840835,7
3.7500314723875623,-2.850193049257297,1
6.179719302293144,-4.183627275067851,1
-9.169006144383482,20.36691456317058,2
-9.06789969901369,18.786476567585094,2
-14.476385209949791,18.362038885152984,5
4.379978189536849,-3.545968680413639,1
-14.85480180898763,19.79783226033915,5
-19.074458268373224,-21.075970736964145,6
18.54243032188666,-9.391618693859124,4
2.913080512788379,-13.579426583444336,3
-2.433862720552127,-15.748018404311637,0
17.77650989426857,8.247835915843684,7
17.835652296259262,-9.714544500948806,4
17.52807874045436,10.54722631830785,7
-3.6268721252177154,-11.84402195770636,0
-19.576057196319272,-20.787000182510063,6
-15.202332188526002,18.826230824903025,5
-11.430999680789311,16.143333172306708,2
16.565895257160715,-10.901388784745011,4
20.597121027750713,-11.783964659853822,4
-9.743345941831413,18.8702082557278,2
18.34893010703138,-10.60623692357779,4
-9.745238544507176,19.13352758125764,2
-5.12084557415611,-14.1280911961901,0
-9.438905239213241,19.118939695173253,2
3.7747579206362394,-2.502014441177766,1
-14.5744012928537,20.516623758391702,5
-8.396478790803888,19.852922351792248,2
-9.367131608238209,17.7176571569247,2
4.835685874259208,-4.418460314502635,1
4.028427886160402,-3.537188803835466,1
-5.167497579435352,-12.539562648721288,0
-5.154630888765314,-13.541429192033096,0
-7.1328485248495515,-12.118318961931578,0
-4.948404047046167,-14.26846378927638,0
18.567218815355172,8.135287099319765,7
3.3247447606504643,-1.4039292481726038,1
-8.188972027262889,20.22590351840306,2
-16.236708124539177,19.184828703043635,5
1.633060006961133,-11.520937014666059,3
-10.567478124168186,19.033754420499726,2
-16.27980186605729,19.407059797708367,5
-15.970530531582256,18.192539383642757,5
-16.478165581178953,18.17398112184044,5
3.619809352888542,-1.631053886903221,1
-11.598834719224847,15.960356595780336,2
-4.038005795435961,-13.41490449713625,0
18.980141787954757,10.154904131629301,7
-5.5795218589132,-12.797642853632118,0
18.197080904134697,8.87717520481774,7
17.741964000296097,8.69460486655622,7
4.028102001633091,-3.811233965078131,1
-19.729037927750507,-19.571560762629126,6
-4.8976325763547415,-12.916190995312396,0
4.5235330966106275,-3.57901627555303,1
-18.547248955088605,-21.32899716713779,6
19.090355453645994,-9.165162365972687,4
4.958325511533062,-2.283809193829408,1
4.575945655125183,-11.21074657348731,3
19.587098998660892,9.221765224316528,7
-10.15134197134841,17.185705431154325,2
2.1418773616057583,-11.924000151242364,3
-12.998688890575146,20.623970059459324,5
2.311341498066391,-13.2210127684513,3
-5.329205586759819,-11.832248769184252,0
-3.7747980638174634,-10.951878527187676,0
3.086268904493884,-2.881388241698382,1
17.065163988777975,8.416081033586137,7
-8.519685019105122,17.918455719443617,2
20.626258975655865,-8.290735745430483,4
21.073461125286023,-8.615108073718453,4
-10.308295300846396,18.20570553070085,2
3.050689283945064,-3.546439099027424,1
19.418504079610205,-10.708389059340668,4
-16.37843874646328,18.847699100896435,5
17.87929155298929,11.383481098353219,7
-15.096456448048267,21.046141816556506,5
17.283654114662895,8.236005852517955,7
19.25881969833873,10.338633056993125,7
16.64726138267864,8.102278764199564,7
19.985519659624725,-9.830267588918245,4
-20.096855725130307,-20.360505845144807,6
-11.905907165733106,18.012355491894574,2
-10.992394811468166,16.880597610816647,2
-19.2582450563652,-19.844838571717833,6
-15.387577907794187,18.56258623371394,5
-19.810545605173704,-20.78524078216917,6
18.363852104073548,-7.465873221780223,4
-16.536834298840834,19.515749388638767,5
4.56680525872408,-2.389779052540443,1
-19.694075639190935,-19.451171710615135,6
19.89134034596387,-9.406280816267804,4
-8.061360433297523,18.521490446982785,2
3.174521349498338,-2.4250372528595188,1
3.9816824775353727,-3.574435954285346,1
2.191264845856996,-13.828427434693314,3
1.3636848087275815,-11.411981203030436,3
2.1002151679114185,-12.460983719021545,3
-14.437924794175599,19.68648538335283,5
1.1635933827720812,-10.34055943288088,3
21.370228272619624,-9.506549702568872,4
-15.856325252580962,18.448458566063046,5
-14.841624948457218,18.392000448997578,5
-3.8918032408187,-13.194437122338893,0
3.6288450434178197,-3.919930467897217,1
-18.874147052312,-20.262851988290752,6
19.063907525307332,10.929683484714694,7
-9.268748003443061,19.55841748511929,2
2.214649024651841,-10.638157718982034,3
-10.30513149789882,17.018453640294265,2
1.4048663038401452,-11.51256628152041,3
21.353892082679728,-9.620368501349004,4
2.832961439413215,-10.890174569483982,3
-14.82063351203987,19.841347974878488,5
18.79563776446071,11.19710834465985,7
4.718706121437004,-4.0315674358008575,1
2.2966730403374043,-12.977483825821334,3
-16.010863400317138,18.812033757598915,5
-10.235875424977614,18.415997499827963,2
18.11963936544271,9.228447834355194,7
18.587318600212082,9.704204602537086,7
-9.7046879744047,16.634149014441455,2
20.26447625376825,-9.046473763146732,4
19.50643730671293,-8.053230424100486,4
4.329168317125816,-1.6845282121199934,1
2.450622690006356,-10.307575638364987,3
3.5182780729184735,-3.449147820487276,1
-9.436621141546132,18.89811445283782,2
-11.275179456714568,18.323330695250412,2
19.784541221546444,-10.360797227767504,4
2.5245027291909983,-12.366045827450371,3
-18.49633083720063,-19.65166151428611,6
3.1092762285497244,-13.005418740647098,3
19.200873359810835,-9.522097657445139,4
20.382919077343434,-9.353041820673868,4
19.927094630407385,-11.3588085512925,4
4.046628013516689,-3.4995985307701654,1
19.400496212708994,-11.145658251104896,4
-14.801627876379282,18.956968631546985,5
2.6627246640194686,-1.4059806625083393,1
4.038690308230951,-14.443762788215329,3
-3.2688899576756816,-14.77669440772108,0
4.044957392832312,-3.287248676200967,1
-20.25089279134762,-19.732525886226583,6
-4.136081086141188,-12.465811142578172,0
19.439681358242776,9.920505958659993,7
-9.83844614746827,17.697679679970253,2
-16.187012353679666,18.51194904417101,5
3.1488712537611088,-1.882004055968808,1
-3.9697767077073545,-13.637731052866984,0
19.44493686795941,9.1166220330257,7
20.089863856458678,-10.086247623656734,4
-20.38896766343474,-18.602014723759325,6
-15.422043556458256,19.515035919514553,5
2.7477061782766103,-11.778744162080201,3
18.819924767252967,8.21028681205409,7
-10.198097705698492,17.62572364917776,2
4.106637563411071,-1.8797358845014562,1
19.162416100727032,10.97193849526301,7
-10.721100108996374,19.3652377172764,2
-9.857467703221925,16.99792530692503,2
21.612974149241836,-11.225084327449618,4
-5.429298726390336,-11.60576029778886,0
-5.903181546380223,-12.835904613704763,0
-2.562623879713559,-14.17301061855576,0
-9.728988696278412,18.007918357438953,2
-14.093402157738021,19.238741385609778,5
20.961889947747533,-7.545971824718142,4
-18.77470176213603,-19.6098592135099,6
-10.512209599181995,18.903989006916262,2
-3.750769357373106,-13.412678827625122,0
-10.608742988663655,18.476697277908873,2
-10.19406851196749,18.45851005869744,2
3.0231340036096235,-12.241816565448804,3
18.103466032777032,11.02768000233413,7
-3.320346852194098,-12.510284379131193,0
-19.77000914843333,-18.861738919515624,6
-19.15925595848233,-19.216873769435107,6
-10.285443598663573,18.355637111131593,2
16.95524152936615,9.124795626236482,7
5.21509562672491,-1.4817055220610027,1
-15.458346186813873,17.622211155371637,5
-15.165530224680756,20.368989793918914,5
-9.090307386011073,18.187494811476224,2
-16.920438617592094,18.58680178267489,5
-8.855960388797504,17.923919937911347,2
21.694731519189133,-9.585695893905385,4
18.980837992835518,10.45991248856261,7
-3.4442333652595356,-11.910739047724213,0
20.396545702843486,-9.235010317505662,4
2.023572541178215,-12.073819610910698,3
18.997308964477874,10.230122720982317,7
22.26609172587729,-9.059664532980591,4
3.3036746288281744,-9.591671452005624,3
-18.45536037338819,-19.4961305386075,6
18.582280767950056,8.105040335345382,7
18.364852542167753,-9.151477237122801,4
-9.855971556871777,18.645409901108582,2
2.025983405966626,-12.299439666413335,3
-4.694510260404921,-13.576609874526998,0
21.204470311939282,-10.459077310883208,4
20.122307006065096,-10.94793137194753,4
-16.594044233393948,18.995786088170224,5
20.511048266724636,-8.053891849826007,4
-8.917274762991495,18.014733182601347,2
-11.035063537172434,19.039822539936125,2
17.944472135285096,8.739457148621577,7
-15.72924101256994,20.21890492608783,5
3.09341061179357,-2.735783650784097,1
5.602359963579397,-2.9790207323099596,1
-18.958369786508698,-19.121811962377258,6
-16.40235808595958,20.59906226501696,5
3.202107313441593,-12.566766845542935,3
4.651800645877111,-3.00953849910967,1
-9.005889073508255,18.430380297443158,2
18.41323800981963,9.657910651574976,7
-16.721936040327854,19.475469140184874,5
-10.46281956765626,16.004629299290073,2
5.084819532748256,-1.9924682034835373,1
18.78280724998424,9.3246101085317,7
18.852185643438833,11.052999562451145,7
-10.39176601031261,19.302459404125127,2
-21.208701514916704,-19.89234778068229,6
-20.014952370892914,-19.169516267099947,6
1.3915765989878541,-11.172115742467996,3
-3.7007084764496665,-13.152915071777906,0
-15.89374885767772,20.40389410283218,5
-15.707741241911624,18.391226317323643,5
19.505395017273443,-10.177030431229054,4
1.441219712907618,-12.366125353399864,3
18.42167393646794,7.828156839947674,7
3.51220933921328,-11.889236240957132,3
-16.388670466911805,18.400500266682453,5
-21.217489780482044,-18.371054849163656,6
18.356737994420996,10.578127951207854,7
-4.937868011983303,-13.71281967692843,0
3.044809823592825,-3.783245292904639,1
-18.4589456603566,-20.181280838202124,6
-4.428443866961394,-12.07095789377308,0
2.9777173698416806,-2.9636667047413052,1
19.701799127034594,9.197557947463777,7
-9.611447436072751,17.14986811245392,2
3.4546949534751525,-3.5974478091082243,1
18.26158542743954,8.45856893544024,7
3.6078740500195923,-3.64381984285428,1
-4.74856479026612,-12.939389465999158,0
21.330291974626224,-9.983770748355159,4
-8.317067785527142,18.667985951311234,2
-13.781028185114835,17.664924546470726,5
-18.32815663130988,-21.423585038782914,6
-3.318255611039703,-14.606683815109431,0
3.928296753191113,-2.476116096396612,1
-10.108865874084623,18.711241844071782,2
-16.91320717509922,20.780396905841016,5
1.8318119190641216,-13.18447067830346,3
-8.750570575033878,20.068873107849708,2
-18.519885333399536,-19.987390127952843,6
4.437320764485748,-3.6605773306808866,1
-15.327717792134797,18.741728839754224,5
-8.901572321857568,18.821928272224667,2
19.990707437796924,9.233501660160503,7
-14.059271734110908,18.759646286037405,5
2.41642727640371,-12.363009427014497,3
-3.53103194907733,-12.760941010810289,0
0.8155239667214502,-10.97613782280144,3
19.46697403334363,-11.565604545473384,4
17.16508935667745,7.975355924723123,7
20.36074343869902,-10.288475092769165,4
-16.32154644126065,17.97682047468155,5
-19.20325994263684,-20.407006502638527,6
19.869987735530856,-9.354866667297463,4
-3.7720333174257283,-12.046708198676995,0
-17.056336323983405,19.40328357612349,5
2.325126736940301,-11.646403850769191,3
1.9814350919114028,-12.868633372242169,3
20.321220788577023,-9.130776095690825,4
-6.639614595851118,-13.135132141192495,0
-8.204997089465179,16.60666696805952,2
19.031735130865023,11.191042307757634,7
-3.5258596552978587,-12.737480113557117,0
17.708072856251565,10.55512532314242,7
-15.687975440410034,19.180950936004066,5
-19.3874810395105,-21.137526023828485,6
1.9938478657730447,-12.298182045904523,3
2.03318182336439,-11.75566821825049,3
17.903394537476377,8.88075436853725,7
5.2292658332394915,-0.8498780533434553,1
-17.57912654385225,-20.444569697087175,6
-10.59659157778741,19.141752272954577,2
18.76060477944479,9.879157416960945,7
-15.597597051316136,18.755661844985372,5
1.7049445065880695,-9.829520394105826,3
21.054259942980277,-10.371001926311711,4
20.057199170654446,-8.078505315344364,4
-13.88454081047713,19.417753172798715,5
-19.08163137806335,-18.500554986146568,6
-13.733705767136728,16.508346387700588,5
5.674080536089223,-1.6510871030462744,1
-20.74690969152971,-20.432480490247347,6
19.59925166799824,9.394721750367577,7
-3.6773652250785913,-13.424212053121833,0
-5.070995248861599,-12.75475992281374,0
-3.541016767466581,-13.220887767661042,0
-11.402285832531435,18.315211531188503,2
3.3092877367248126,-2.2775162936591014,1
20.555298189162887,-8.414088367754662,4
3.9789442633708756,-9.355021098092962,3
-4.912659441637802,-14.907320166549301,0
4.016702935634745,-4.719654411160774,1
-15.259018456418275,20.31448822382494,5
-12.241877370159717,19.686814632690812,2
-9.542876262917323,16.526336483016422,2
1.4856720711202156,-11.330564986831494,3
-14.535883706059817,18.571365168933315,5
-9.237338643960314,18.65173478813499,2
5.691069003441884,-2.9433507325873367,1
2.370630920510657,-3.5648856911010305,1
-3.2263993620081637,-15.527002896196281,0
-3.739665330558223,-13.279858097852804,0
-9.173473557204339,20.02768910156875,2
16.53797796116766,9.295409832890874,7
-4.7477668836506215,-13.24381134243982,0
-19.0077340166625,-19.810829343138046,6
-19.14726633346627,-20.892760079750328,6
-19.40484585465657,-19.01190141403682,6
-11.121323583300907,19.165785540912957,2
3.4406906258927457,-2.393685607372622,1
-18.2468593982079,-19.71854194521791,6
-12.253347170200541,18.3729796384912,2
-19.176535102757665,-19.948094267116577,6
-20.516627297767354,-19.10057054185301,6
18.58048386089502,-11.036421257038112,4
-8.698552143339379,18.596138271577235,2
1.0735046087801363,-12.082487593697296,3
3.2932817358185815,-11.792327028327184,3
18.49762537697004,8.337233244340057,7
2.381516205895245,-2.6734316359777073,1
2.7000832285463283,-11.06961275010515,3
-4.854205708261507,-12.531644145269393,0
0.9312975363661615,-11.07611788981828,3
-10.029326728885602,17.32599098186488,2
-7.466864283519497,18.864366296408875,2
0.5200027378062448,-11.299311419454195,3
-5.239954398518488,-12.527348850536523,0
19.920086789816747,-7.322825045081014,4
-16.082192621036953,18.265882373418705,5
1.6717361021297952,-11.03497143006175,3
-19.824719431282418,-18.71052076817168,6
18.924696142897517,-11.975248466549832,4
-4.267880695602218,-13.440761258831067,0
-10.54242937622329,20.09643199284909,2
1.5006148839912092,-12.038633492563159,3
-13.83474515134404,19.59526603261434,5
18.877925188011673,-11.016689779173829,4
-14.655224085666626,18.61980464194119,5
-18.583084591065134,-19.78434463479808,6
3.8562843922697017,-2.4632323593802834,1
2.9083685543351097,-0.818072124478435,1
4.160930857402983,-1.7656710697810538,1
